         88486 function calls (86039 primitive calls) in 0.412 CPU seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 aggregates.py:113(StdDev)
        1    0.000    0.000    0.000    0.000 numerictypes.py:770(_typedict)
        1    0.000    0.000    0.000    0.000 SocketServer.py:576(ForkingTCPServer)
        1    0.000    0.000    0.000    0.000 conversion.py:17(DistanceField)
        1    0.000    0.000    0.000    0.000 core.py:799(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 conversion.py:6(BaseField)
        1    0.000    0.000    0.000    0.000 _iotools.py:430(ConverterLockError)
        1    0.000    0.000    0.000    0.000 files.py:142(FileDescriptor)
        1    0.000    0.000    0.000    0.000 index_tricks.py:82(nd_grid)
        1    0.000    0.000    0.000    0.000 conversion.py:12(AreaField)
        1    0.000    0.000    0.000    0.000 operations.py:38(PostGISSpheroidDistance)
        1    0.000    0.000    0.000    0.000 handlers.py:891(NTEventLogHandler)
        1    0.000    0.000    0.000    0.000 related.py:788(ManyToManyRel)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(ImproperlyConfigured)
        1    0.000    0.000    0.000    0.000 error.py:8(OGRException)
        1    0.000    0.000    0.000    0.000 core.py:1027(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 storage.py:271(DefaultStorage)
        2    0.000    0.000    0.000    0.000 __init__.py:391(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:620(BlockFinder)
        1    0.000    0.000    0.000    0.000 error.py:7(GDALException)
        1    0.000    0.000    0.000    0.000 records.py:214(record)
        1    0.000    0.000    0.000    0.000 __init__.py:112(SMTPConnection)
        1    0.000    0.000    0.000    0.000 __init__.py:739(StreamHandler)
        1    0.000    0.000    0.000    0.000 datastructures.py:24(RawValue)
        1    0.000    0.000    0.000    0.000 __init__.py:333(_FuncPtr)
        1    0.000    0.000    0.000    0.000 fields.py:429(RegexField)
        1    0.000    0.000    0.000    0.000 aggregates.py:120(Sum)
        1    0.000    0.000    0.000    0.000 log.py:10(NullHandler)
        1    0.000    0.000    0.000    0.000 creation.py:4(PostGISCreation)
        1    0.000    0.000    0.000    0.000 query_utils.py:24(QueryWrapper)
        1    0.000    0.000    0.000    0.000 core.py:745(_DomainTan)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 __init__.py:178(c_int)
        1    0.000    0.000    0.000    0.000 fields.py:697(TypedChoiceField)
        1    0.000    0.000    0.000    0.000 __init__.py:913(Manager)
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 utils.py:60(ConnectionHandler)
        1    0.000    0.000    0.000    0.000 decimal.py:193(InvalidOperation)
        1    0.000    0.000    0.000    0.000 io.py:115(_WKTReader)
        1    0.000    0.000    0.000    0.000 subqueries.py:175(DateQuery)
        1    0.000    0.000    0.000    0.000 utils.py:1383(WarningManager)
        1    0.000    0.000    0.000    0.000 __init__.py:877(BaseDatabaseValidation)
        1    0.000    0.000    0.000    0.000 string.py:131(__init__)
        1    0.000    0.000    0.000    0.000 _inspect.py:160(<lambda>)
        1    0.000    0.000    0.000    0.000 urllib.py:109(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 field.py:162(OFTWideStringList)
        1    0.000    0.000    0.000    0.000 field.py:119(OFTString)
        1    0.000    0.000    0.000    0.000 decimal.py:232(DivisionByZero)
        1    0.000    0.000    0.000    0.000 base.py:7(DatabaseWrapper)
        1    0.000    0.000    0.000    0.000 log.py:50(AdminEmailHandler)
        1    0.000    0.000    0.000    0.000 errors.py:50(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 models.py:866(ModelChoiceIterator)
        1    0.000    0.000    0.000    0.000 arrayprint.py:499(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 io.py:100(IOBase)
        1    0.000    0.000    0.000    0.000 query.py:1530(can_filter)
        1    0.000    0.000    0.000    0.000 subqueries.py:18(DeleteQuery)
        1    0.000    0.000    0.000    0.000 widgets.py:358(Textarea)
        1    0.000    0.000    0.000    0.000 core.py:776(_DomainGreater)
        1    0.000    0.000    0.000    0.000 encoding.py:20(StrAndUnicode)
        1    0.000    0.000    0.000    0.000 SocketServer.py:666(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 decimal.py:270(Inexact)
        1    0.000    0.000    0.000    0.000 exceptions.py:20(PermissionDenied)
        1    0.000    0.000    0.000    0.000 io.py:12(WKBReader_st)
        1    0.000    0.000    0.000    0.000 urllib2.py:1278(FileHandler)
        1    0.000    0.000    0.000    0.000 arrayprint.py:529(LongComplexFormat)
        2    0.000    0.000    0.000    0.000 index_tricks.py:643(__init__)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:435(AddressList)
        4    0.000    0.000    0.000    0.000 sre_parse.py:219(isdigit)
        1    0.000    0.000    0.000    0.000 query.py:768(GeoValuesQuerySet)
        1    0.000    0.000    0.000    0.000 aggregates.py:123(Variance)
        1    0.000    0.000    0.000    0.000 message.py:144(SafeMIMEMultipart)
        1    0.000    0.000    0.000    0.000 arrayprint.py:387(FloatFormat)
        1    0.000    0.000    0.000    0.000 core.py:881(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 related.py:704(__init__)
        1    0.000    0.000    0.000    0.000 query.py:1601(clear_ordering)
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 httplib.py:1175(IncompleteRead)
        1    0.000    0.000    0.000    0.000 errors.py:21(BoundaryError)
        1    0.000    0.000    0.000    0.000 threading.py:783(_DummyThread)
        1    0.000    0.000    0.000    0.000 base.py:26(ModelBase)
        1    0.000    0.000    0.000    0.000 io.py:11(WKTWriter_st)
        1    0.000    0.000    0.000    0.000 generation.py:11(gdal_char_p)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 models.py:33(TileManager)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 __init__.py:214(LogRecord)
        1    0.000    0.000    0.000    0.000 _import_tools.py:334(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 handlers.py:52(BaseRotatingHandler)
        1    0.000    0.000    0.000    0.000 error.py:6(GEOSException)
        1    0.000    0.000    0.000    0.000 {method 'tostring' of 'array.array' objects}
        1    0.000    0.000    0.000    0.000 core.py:2395(_arraymethod)
        1    0.000    0.000    0.000    0.000 _endian.py:45(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 polyutils.py:48(RankWarning)
        1    0.000    0.000    0.000    0.000 widgets.py:280(FileInput)
        1    0.000    0.000    0.000    0.000 smtplib.py:736(SMTP_SSL)
        1    0.000    0.000    0.000    0.000 util.py:43(SpatialFunction)
        1    0.000    0.000    0.000    0.000 datastructures.py:220(MultiValueDictKeyError)
        1    0.000    0.000    0.000    0.000 info.py:171(<module>)
        1    0.000    0.000    0.000    0.000 multipart.py:13(MIMEMultipart)
        1    0.000    0.000    0.000    0.000 polyutils.py:52(PolyError)
        1    0.000    0.000    0.000    0.000 core.py:5905(_frommethod)
        1    0.000    0.000    0.000    0.000 urllib.py:935(addbase)
        1    0.000    0.000    0.000    0.000 files.py:316(ImageFieldFile)
        1    0.000    0.000    0.000    0.000 encoding.py:10(DjangoUnicodeDecodeError)
        1    0.000    0.000    0.000    0.000 string.py:220(lower)
        1    0.000    0.000    0.000    0.000 aggregates.py:54(Extent3D)
        1    0.000    0.000    0.000    0.000 smtplib.py:766(LMTP)
        1    0.000    0.000    0.000    0.000 related.py:659(__init__)
        1    0.000    0.000    0.000    0.000 models.py:177(ModelFormOptions)
        1    0.000    0.000    0.000    0.000 urllib2.py:806(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 aggregates.py:48(Avg)
        9    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 aggregates.py:7(Extent)
        1    0.000    0.000    0.000    0.000 urllib2.py:136(URLError)
        1    0.000    0.000    0.000    0.000 utils.py:1353(WarningMessage)
        1    0.000    0.000    0.000    0.000 errors.py:13(MessageParseError)
        2    0.000    0.000    0.000    0.000 core.py:790(__init__)
        1    0.000    0.000    0.000    0.000 base.py:260(ModelState)
        1    0.000    0.000    0.000    0.000 geometries.py:718(MultiLineString)
        1    0.000    0.000    0.000    0.000 charset.py:107(add_charset)
        1    0.000    0.000    0.000    0.000 utils.py:17(IntegrityError)
        1    0.000    0.000    0.000    0.000 httplib.py:1169(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 related.py:279(ReverseSingleRelatedObjectDescriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:165(c_long)
        1    0.000    0.000    0.000    0.000 shutil.py:17(Error)
        1    0.000    0.000    0.000    0.000 calendar.py:531(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(MiddlewareNotUsed)
        1    0.000    0.000    0.000    0.000 base.py:39(__init__)
        1    0.000    0.000    0.000    0.000 datastructures.py:9(FullResultSet)
        1    0.000    0.000    0.000    0.000 geom.py:17(geos_char_p)
        1    0.000    0.000    0.000    0.000 datastructures.py:468(DictWrapper)
        1    0.000    0.000    0.000    0.000 smtplib.py:165(SSLFakeFile)
        1    0.000    0.000    0.000    0.000 util.py:18(ErrorDict)
        1    0.000    0.000    0.000    0.000 SocketServer.py:546(ThreadingMixIn)
        1    0.000    0.000    0.000    0.000 io.py:199(ThreadLocalIO)
        1    0.000    0.000    0.000    0.000 generator.py:291(DecodedGenerator)
        1    0.000    0.000    0.000    0.000 utils.py:10(CachedDnsName)
        1    0.000    0.000    0.000    0.000 query_utils.py:68(DeferredAttribute)
        1    0.000    0.000    0.000    0.000 transaction.py:25(TransactionManagementError)
        1    0.000    0.000    0.000    0.000 dictconfig.py:98(ConvertingList)
        1    0.000    0.000    0.000    0.000 transaction.py:188(Transaction)
        1    0.000    0.000    0.000    0.000 base.py:3(BaseEmailBackend)
        1    0.000    0.000    0.000    0.000 linalg.py:37(LinAlgError)
        1    0.000    0.000    0.000    0.000 widgets.py:603(RadioInput)
        1    0.000    0.000    0.000    0.000 SocketServer.py:586(UnixDatagramServer)
        1    0.000    0.000    0.000    0.000 numeric.py:2333(_unspecified)
        1    0.000    0.000    0.000    0.000 httplib.py:1189(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 fields.py:623(NullBooleanField)
        1    0.000    0.000    0.000    0.000 proxy.py:8(OrderWrt)
        1    0.000    0.000    0.000    0.000 aggregates.py:60(Union)
        1    0.000    0.000    0.000    0.000 safestring.py:24(SafeData)
        1    0.000    0.000    0.000    0.000 subclassing.py:86(Creator)
        1    0.000    0.000    0.000    0.000 utils.py:56(ConnectionDoesNotExist)
        1    0.000    0.000    0.000    0.000 SocketServer.py:475(ForkingMixIn)
        1    0.000    0.000    0.000    0.000 forms.py:380(Form)
        1    0.000    0.000    0.000    0.000 threading.py:221(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:347(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 urllib2.py:499(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 widgets.py:236(PasswordInput)
        1    0.000    0.000    0.000    0.000 datastructures.py:28(Date)
        1    0.000    0.000    0.000    0.000 io.py:10(WKTReader_st)
        1    0.000    0.000    0.000    0.000 errors.py:35(MessageDefect)
        1    0.000    0.000    0.000    0.000 operations.py:47(PostGISSphereDistance)
        1    0.000    0.000    0.000    0.000 widgets.py:212(Input)
        1    0.000    0.000    0.000    0.000 forms.py:54(DeclarativeFieldsMetaclass)
        1    0.000    0.000    0.000    0.000 threadsafe.py:4(GEOSContextHandle)
        1    0.000    0.000    0.000    0.000 urllib2.py:480(BaseHandler)
        1    0.000    0.000    0.000    0.000 related.py:1113(resolve_through_model)
        1    0.000    0.000    0.000    0.000 query_utils.py:17(InvalidQuery)
        1    0.000    0.000    0.000    0.000 __init__.py:918(__init__)
        1    0.000    0.000    0.000    0.000 httplib.py:214(HTTPMessage)
        1    0.000    0.000    0.000    0.000 handlers.py:84(RotatingFileHandler)
        1    0.000    0.000    0.000    0.000 datastructures.py:12(MultiJoin)
        1    0.000    0.000    0.000    0.000 operations.py:20(PostGISFunction)
        1    0.000    0.000    0.000    0.000 related.py:221(SingleRelatedObjectDescriptor)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:12(DummyArray)
        1    0.000    0.000    0.000    0.000 handlers.py:356(WatchedFileHandler)
        1    0.000    0.000    0.000    0.000 _endian.py:22(_swapped_meta)
        1    0.000    0.000    0.000    0.000 widgets.py:504(Select)
        1    0.000    0.000    0.000    0.000 decimal.py:181(Clamped)
        1    0.000    0.000    0.000    0.000 models.py:367(ModelForm)
        1    0.000    0.000    0.000    0.000 io.py:140(WKTWriter)
        1    0.000    0.000    0.000    0.000 sre_parse.py:91(checkgroup)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(ObjectDoesNotExist)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 __init__.py:1028(setLevel)
        1    0.000    0.000    0.000    0.000 subqueries.py:214(AggregateQuery)
        1    0.000    0.000    0.000    0.000 expressions.py:118(DateModifierNode)
        1    0.000    0.000    0.000    0.000 extras.py:1415(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyBase)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 urllib2.py:1055(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 base.py:74(DatabaseOperations)
        1    0.000    0.000    0.000    0.000 _iotools.py:423(ConverterError)
        1    0.000    0.000    0.000    0.000 {psycopg2._psycopg.register_type}
        1    0.000    0.000    0.000    0.000 base.py:13(MIMEBase)
        1    0.000    0.000    0.000    0.000 handlers.py:991(HTTPHandler)
        1    0.000    0.000    0.000    0.000 exceptions.py:36(FieldError)
        1    0.000    0.000    0.000    0.000 __init__.py:182(c_uint)
        1    0.000    0.000    0.000    0.000 subclassing.py:61(LegacyConnection)
        1    0.000    0.000    0.000    0.000 decimal.py:357(Underflow)
        1    0.000    0.000    0.000    0.000 related.py:779(OneToOneRel)
        1    0.000    0.000    0.000    0.000 io.py:124(_WKBReader)
        1    0.000    0.000    0.000    0.000 datastructures.py:21(Empty)
        1    0.000    0.000    0.000    0.000 smtplib.py:64(SMTPException)
        1    0.000    0.000    0.000    0.000 saferef.py:182(BoundNonDescriptorMethodWeakref)
        1    0.000    0.000    0.000    0.000 nonmultipart.py:14(MIMENonMultipart)
        1    0.000    0.000    0.000    0.000 core.py:5861(_maximum_operation)
        1    0.000    0.000    0.000    0.000 errors.py:53(MalformedHeaderDefect)
        2    0.000    0.000    0.000    0.000 index_tricks.py:142(__init__)
        1    0.000    0.000    0.000    0.000 urllib.py:989(addinfourl)
        1    0.000    0.000    0.000    0.000 weakref.py:198(KeyedRef)
        1    0.000    0.000    0.000    0.000 __init__.py:74(LazyImporter)
        1    0.000    0.000    0.000    0.000 errors.py:25(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 aggregates.py:66(Variance)
        1    0.000    0.000    0.000    0.000 base.py:894(Empty)
        2    0.000    0.000    0.000    0.000 utils.py:125(_router_func)
        1    0.000    0.000    0.000    0.000 SocketServer.py:579(ThreadingTCPServer)
        1    0.000    0.000    0.000    0.000 handlers.py:1055(BufferingHandler)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 handlers.py:562(DatagramHandler)
        1    0.000    0.000    0.000    0.000 operations.py:15(PostGISOperator)
        1    0.000    0.000    0.000    0.000 __init__.py:268(c_wchar_p)
        1    0.000    0.000    0.000    0.000 fields.py:605(BooleanField)
        1    0.000    0.000    0.000    0.000 unittest.py:655(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 threading.py:752(_set_daemon)
        1    0.000    0.000    0.000    0.000 operations.py:29(PostGISDistance)
        1    0.000    0.000    0.000    0.000 widgets.py:251(MultipleHiddenInput)
        1    0.000    0.000    0.000    0.000 inspect.py:618(EndOfBlock)
        1    0.000    0.000    0.000    0.000 operations.py:25(PostGISFunctionParam)
        1    0.000    0.000    0.000    0.000 polynomial.py:19(RankWarning)
        1    0.000    0.000    0.000    0.000 manager.py:203(ManagerDescriptor)
        1    0.000    0.000    0.000    0.000 aggregates.py:54(Max)
        1    0.000    0.000    0.000    0.000 threading.py:362(_Event)
        1    0.000    0.000    0.000    0.000 decorators.py:8(classonlymethod)
        1    0.000    0.000    0.000    0.000 related.py:748(ManyToOneRel)
        1    0.000    0.000    0.000    0.000 utils.py:61(__init__)
        1    0.000    0.000    0.000    0.000 message.py:120(SafeMIMEText)
        1    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(SuspiciousOperation)
        1    0.000    0.000    0.000    0.000 smtplib.py:67(SMTPServerDisconnected)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:14(date)
        1    0.000    0.000    0.000    0.000 urlparse.py:107(SplitResult)
        1    0.000    0.000    0.000    0.000 core.py:761(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 aggregates.py:95(Avg)
        1    0.000    0.000    0.000    0.000 core.py:723(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 tokenize.py:178(Untokenizer)
        1    0.000    0.000    0.000    0.000 __init__.py:28(Trans)
        1    0.000    0.000    0.000    0.000 posixpath.py:42(normcase)
        1    0.000    0.000    0.000    0.000 core.py:2251(__init__)
        1    0.000    0.000    0.000    0.000 text.py:14(MIMEText)
        1    0.000    0.000    0.000    0.000 _internal.py:260(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 error.py:10(GEOSIndexError)
        1    0.000    0.000    0.000    0.000 threading.py:713(_Timer)
        1    0.000    0.000    0.000    0.000 smtplib.py:124(SMTPAuthenticationError)
        1    0.000    0.000    0.000    0.000 expressions.py:99(F)
        1    0.000    0.000    0.000    0.000 __init__.py:210(c_ubyte)
        1    0.000    0.000    0.000    0.000 aggregates.py:51(Count)
        1    0.000    0.000    0.000    0.000 safestring.py:9(EscapeData)
        1    0.000    0.000    0.000    0.000 __init__.py:23(NOT_PROVIDED)
        1    0.000    0.000    0.000    0.000 errors.py:17(HeaderParseError)
        1    0.000    0.000    0.000    0.000 field.py:159(OFTIntegerList)
        1    0.000    0.000    0.000    0.000 numpytest.py:10(IgnoreException)
        1    0.000    0.000    0.000    0.000 index_tricks.py:337(RClass)
        1    0.000    0.000    0.000    0.000 libgeos.py:78(GEOSPrepGeom_t)
        1    0.000    0.000    0.000    0.000 manager.py:214(EmptyManager)
        1    0.000    0.000    0.000    0.000 validators.py:116(EmailValidator)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:18(datetime)
        1    0.000    0.000    0.000    0.000 SocketServer.py:591(ThreadingUnixDatagramServer)
        1    0.000    0.000    0.000    0.000 aggregates.py:10(Extent3D)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(MultipleObjectsReturned)
        1    0.000    0.000    0.000    0.000 errors.py:29(CharsetError)
        1    0.000    0.000    0.000    0.000 geometries.py:717(MultiPoint)
        1    0.000    0.000    0.000    0.000 field.py:161(OFTStringList)
        1    0.000    0.000    0.000    0.000 where.py:274(ExtraWhere)
        1    0.000    0.000    0.000    0.000 aggregates.py:13(MakeLine)
        1    0.000    0.000    0.000    0.000 __init__.py:227(c_char_p)
        1    0.000    0.000    0.000    0.000 httplib.py:1153(HTTPException)
        1    0.000    0.000    0.000    0.000 __init__.py:231(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:217(c_byte)
        1    0.000    0.000    0.000    0.000 decimal.py:282(InvalidContext)
        1    0.000    0.000    0.000    0.000 __init__.py:271(c_wchar)
        1    0.000    0.000    0.000    0.000 datastructures.py:162(iteritems)
        1    0.000    0.000    0.000    0.000 threadsafe.py:18(GEOSContext)
        1    0.000    0.000    0.000    0.000 base.py:16(CommandError)
        1    0.000    0.000    0.000    0.000 npyio.py:80(BagObj)
        1    0.000    0.000    0.000    0.000 widgets.py:233(TextInput)
        1    0.000    0.000    0.000    0.000 urllib2.py:697(ProxyHandler)
        1    0.000    0.000    0.000    0.000 decimal.py:5221(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:881(__init__)
        3    0.000    0.000    0.000    0.000 {abs}
        1    0.000    0.000    0.000    0.000 related.py:800(is_hidden)
        1    0.000    0.000    0.000    0.000 smtplib.py:102(SMTPRecipientsRefused)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 aggregates.py:57(MakeLine)
        1    0.000    0.000    0.000    0.000 dateformat.py:25(Formatter)
        1    0.000    0.000    0.000    0.000 httplib.py:1164(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 io.py:13(WKBWriter_st)
        1    0.000    0.000    0.000    0.000 aggregates.py:110(Min)
        1    0.000    0.000    0.000    0.000 widgets.py:129(MediaDefiningClass)
        1    0.000    0.000    0.000    0.000 tokenize.py:145(TokenError)
        1    0.000    0.000    0.000    0.000 core.py:5849(_minimum_operation)
        1    0.000    0.000    0.000    0.000 query.py:776(GeoValuesListQuerySet)
        1    0.000    0.000    0.000    0.000 aggregates.py:4(Collect)
        1    0.000    0.000    0.000    0.000 core.py:751(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1252(RootLogger)
        1    0.000    0.000    0.000    0.000 decimal.py:222(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(DjangoRuntimeWarning)
        1    0.000    0.000    0.000    0.000 copy.py:197(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 core.py:5699(__array_finalize__)
        1    0.000    0.000    0.000    0.000 message.py:34(BadHeaderError)
        1    0.000    0.000    0.000    0.000 io.py:15(WKTReader)
        1    0.000    0.000    0.000    0.000 httplib.py:1158(NotConnected)
        1    0.000    0.000    0.000    0.000 field.py:120(OFTWideString)
        1    0.000    0.000    0.000    0.000 SocketServer.py:575(ForkingUDPServer)
        1    0.000    0.000    0.000    0.000 validators.py:42(HeadRequest)
        1    0.000    0.000    0.000    0.000 conversion.py:22(GeomField)
        1    0.000    0.000    0.000    0.000 httplib.py:1172(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 numeric.py:36(ComplexWarning)
        1    0.000    0.000    0.000    0.000 SocketServer.py:589(ThreadingUnixStreamServer)
        1    0.000    0.000    0.000    0.000 extras.py:1481(mr_class)
        1    0.000    0.000    0.000    0.000 where.py:16(EmptyShortCircuit)
        1    0.000    0.000    0.000    0.000 __init__.py:157(c_short)
        1    0.000    0.000    0.000    0.000 urlparse.py:115(ParseResult)
        1    0.000    0.000    0.000    0.000 io.py:10(WKBReader)
        1    0.000    0.000    0.000    0.000 datastructures.py:6(EmptyResultSet)
        1    0.000    0.000    0.000    0.000 httplib.py:1192(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 urllib2.py:1220(UnknownHandler)
        1    0.000    0.000    0.000    0.000 aggregates.py:16(Union)
        1    0.000    0.000    0.000    0.000 libgeos.py:79(GEOSCoordSeq_t)
        1    0.000    0.000    0.000    0.000 arrayprint.py:540(ComplexFormat)
        1    0.000    0.000    0.000    0.000 field.py:160(OFTRealList)
        1    0.000    0.000    0.000    0.000 urllib2.py:516(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 SocketServer.py:583(UnixStreamServer)
        1    0.000    0.000    0.000    0.000 decimal.py:248(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 exceptions.py:24(ViewDoesNotExist)
        1    0.000    0.000    0.000    0.000 safestring.py:18(EscapeUnicode)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:169(c_ulong)
        1    0.000    0.000    0.000    0.000 models.py:185(ModelFormMetaclass)
        1    0.000    0.000    0.000    0.000 introspection.py:4(GeoIntrospectionError)
        1    0.000    0.000    0.000    0.000 core.py:125(MAError)
        1    0.000    0.000    0.000    0.000 decimal.py:308(Subnormal)
        1    0.000    0.000    0.000    0.000 decimal.py:319(Overflow)
        1    0.000    0.000    0.000    0.000 safestring.py:12(EscapeString)
        1    0.000    0.000    0.000    0.000 datastructures.py:391(DotExpandedDict)
        1    0.000    0.000    0.000    0.000 smtplib.py:75(SMTPResponseException)
        1    0.000    0.000    0.000    0.000 httplib.py:1161(InvalidURL)
        1    0.000    0.000    0.000    0.000 smtplib.py:115(SMTPDataError)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 errors.py:56(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 models.py:825(InlineForeignKeyHiddenInput)
        1    0.000    0.000    0.000    0.000 field.py:121(OFTBinary)
        1    0.000    0.000    0.000    0.000 SocketServer.py:578(ThreadingUDPServer)
        1    0.000    0.000    0.000    0.000 urllib2.py:885(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 aggregates.py:60(StdDev)
        1    0.000    0.000    0.000    0.000 httplib.py:1195(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 tokenize.py:147(StopTokenizing)
        1    0.000    0.000    0.000    0.000 smtplib.py:121(SMTPHeloError)
        1    0.000    0.000    0.000    0.000 __init__.py:65(BaseSettings)
        1    0.000    0.000    0.000    0.000 core.py:788(_DomainGreaterEqual)
        4    0.000    0.000    0.000    0.000 core.py:2437(__get__)
        1    0.000    0.000    0.000    0.000 urllib.py:964(addclosehook)
        1    0.000    0.000    0.000    0.000 errors.py:47(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 utils.py:14(DatabaseError)
        1    0.000    0.000    0.000    0.000 geometries.py:624(LinearRing)
        1    0.000    0.000    0.000    0.000 __init__.py:190(c_double)
        1    0.000    0.000    0.000    0.000 related.py:1141(set_attributes_from_rel)
        1    0.000    0.000    0.000    0.000 index_tricks.py:436(CClass)
        1    0.000    0.000    0.000    0.000 __init__.py:637(setLevel)
        1    0.000    0.000    0.000    0.000 aggregates.py:107(Max)
        1    0.000    0.000    0.000    0.000 __init__.py:30(FieldDoesNotExist)
        1    0.000    0.000    0.000    0.000 index_tricks.py:458(ndenumerate)
        1    0.000    0.000    0.000    0.000 aggregates.py:63(Sum)
        1    0.000    0.000    0.000    0.000 __init__.py:76(Settings)
        1    0.000    0.000    0.000    0.000 httplib.py:1198(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 _iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 aggregates.py:48(Collect)
        1    0.000    0.000    0.000    0.000 deletion.py:10(ProtectedError)


