1,34.80833,-98.02325,9,5,2283,1246
2,2013/08/05,734,2891,388,848,3032,2411,1307,1073741824,2260,2301,14251,72,217,2013/08/05
2,2013/08/13,924,3194,588,1080,3147,2171,1097,1073741824,2982,3402,-3435,136,230,2013/08/18
2,2013/08/21,526,2856,255,659,2928,2032,844,1073741824,2642,2329,13382,136,233,2013/08/21
2,2013/08/29,729,2819,335,761,3249,2339,1148,1073741824,2961,1209,12995,72,242,2013/08/30
2,2013/09/06,897,2831,441,856,3428,2706,1426,1073741824,3295,28,-9081,72,251,2013/09/08
2,2013/09/14,1010,3180,518,1026,3779,2852,1657,1073741824,4036,4935,-4747,72,264,2013/09/21
2,2013/09/22,703,2355,308,685,3065,2373,1279,1073741824,3812,32,-4002,72,267,2013/09/24
2,2013/09/30,784,2314,352,744,2985,2442,1436,1073741824,4006,1180,12084,72,274,2013/10/01
2,2013/10/08,735,2143,369,713,2523,2168,1222,1073741824,4363,76,-5392,72,283,2013/10/10
2,2013/10/16,720,2100,312,665,2826,2315,1356,1073741824,4566,1127,11390,72,290,2013/10/17
2,2013/10/24,260,730,69,243,906,594,256,1073741824,4902,112,-3992,76,299,2013/10/26
2,2013/11/01,798,2137,377,720,2623,2567,1494,1073741824,5089,1135,11542,72,306,2013/11/02
2,2013/11/09,759,2050,378,690,2683,2514,1364,1073741824,5382,98,-2516,72,315,2013/11/11
2,2013/11/17,880,1981,414,723,2608,2680,1524,1073741824,5530,1144,11432,72,322,2013/11/18
2,2013/11/25,826,1761,348,655,2791,2515,1595,1073741824,5755,58,-5673,72,331,2013/11/27
2,2013/12/03,1333,2282,978,1223,3162,2787,1758,1073741824,5842,1171,11541,1544,338,2013/12/04
2,2013/12/11,1049,1994,510,834,2744,2899,1716,1073741824,6075,2409,-6073,72,349,2013/12/15
2,2013/12/19,1373,2397,669,1117,3477,3193,2168,1073741824,6162,3384,-5955,72,358,2013/12/24
2,2013/12/27,838,1758,389,666,2728,2594,1628,1073741824,5960,2347,11589,72,361,2013/12/27
3,2012/01/01,1113,1834,470,795,2681,2992,2485,1073741824,5948,366,11973,72,7,2012/01/07
3,2012/01/09,1125,2010,492,827,2992,2929,2480,1073741824,5824,1562,11836,72,14,2012/01/14
3,2012/01/17,1058,1745,447,753,2597,2916,2408,1073741824,5712,334,11451,72,23,2012/01/23
3,2012/01/25,1249,2086,524,890,3343,3298,2947,1073741824,5560,951,-5566,72,32,2012/02/01
3,2012/02/02,1074,2318,538,833,3259,2953,2431,1073741824,5275,2623,12166,72,37,2012/02/06
3,2012/02/10,859,1599,310,584,2686,2381,1954,1073741824,5044,1552,12479,72,46,2012/02/15
3,2012/02/18,1167,2228,458,845,3315,3104,2730,1075576832,4789,371,11868,72,55,2012/02/24
3,2012/02/26,1123,1977,423,768,2919,3146,2834,1073741824,4519,872,-4656,72,64,2012/03/04
3,2012/03/05,892,1991,444,698,2772,2162,1381,1073741824,4154,2669,12670,72,69,2012/03/09
3,2012/03/13,1221,2428,592,960,3123,3218,2431,1073741824,3828,3603,12542,136,76,2012/03/16
3,2012/03/21,1272,2278,584,955,3232,3032,2452,1073741824,3525,2633,12718,72,85,2012/03/25
3,2012/03/29,1701,2985,774,1312,3937,4033,3354,1073741824,3635,2105,-4530,72,89,2012/03/29
3,2012/04/06,1157,3834,557,1079,4110,3545,2369,1073741824,3615,5894,-3511,136,102,2012/04/11
